author,statement,source,date,label
Jill Terreri,"Under Mayor Byron Brown, “we’ve been defunding community centers, our pools were closed this summer, we’ve been defunding senior and youth services.”",India Walton,"• September 24,",barely-true
Madeline Heim,“Wisconsin Governor (Tony) Evers wanted to raise your taxes by $1 billion in a pandemic. Republicans stopped him and delivered the largest tax CUT in state history.”,Alberta Darling,"September 24, 2021",mostly-true
Andy Nguyen,"A ""Liability Warning Acknowledgement Form"" allows a worker to sue their company if they get injured from the COVID-19 vaccine.",Facebook posts,"September 23, 2021",false
Amy Sherman,Haitian migrants took an implausible route to Texas-Mexico border area.,Facebook posts,"September 23, 2021",barely-true
Jon Greenberg,"“As a result of the massive decline in natural gas prices, we’re saving 11,000 lives per year in the U.S.”",Gary Palmer,"September 23, 2021",half-true
Warren Fiske,“Time and again Glenn Youngkin has made it clear: He would ban abortion as governor.”,Terry McAuliffe,"September 23, 2021",half-true
Tom Kertscher,"""Pfizer vaccine kills more people than it saves.""",Steve Kirsch,"September 22, 2021",pants-fire
Ciara O'Rourke,Says the COVID-19 vaccine doesn’t “prevent catching or spreading” the virus “and only lasts months.”,Facebook posts,"September 21, 2021",false
Duncan Slade,"“West Virginia University just came out with a study that showed that there will be almost 20,000 jobs created in clean energy in West Virginia if (President Joe Biden’s) agenda is passed.”",Jennifer Granholm,"September 21, 2021",half-true
Ciara O'Rourke,“The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.”,Bloggers,"September 21, 2021",pants-fire
Laura Schulte,“President Biden has created more jobs in his first 7 months than any POTUS in history.”,Gwen Moore,"September 21, 2021",half-true
Zach DeLuca,The United States spent “2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.”,Richard Ojeda,"September 21, 2021",half-true
Tom Kertscher,"""Peak active cases” of COVID-19 for 2020 vs. 2021 show “this is not a ‘pandemic of the unvaccinated.'""",Viral image,"September 20, 2021",false
Ciara O'Rourke,Photos show the health ministers of Canada and Los Angeles.,Viral image,"September 20, 2021",false
Ciara O'Rourke,Photo shows a gravestone in Japan with a QR code.,Viral image,"September 20, 2021",false
Tom Kertscher,"“Hundreds of thousands died after taking the advice of these celebrities,” who are “aiding and abetting mass murder” by advocating COVID-19 vaccination.",Facebook posts,"September 20, 2021",false
Paul Specht,"Says U.S. left 33 Black Hawks to the Taliban, which has more than “85%” of all countries.",Richard Hudson,"September 19, 2021",half-true
Ciara O'Rourke,“CDC says expect a polio-like outbreak coming in children in the next four months.”,Instagram posts,"September 17, 2021",false
Ciara O'Rourke,"Says Tim Tebow wrote, “The government might be preparing us for a cashless society, but it was predicted by the Bible.”",Viral image,"September 17, 2021",false
Noah Y.,Says President Joe Biden told people to get vaccinated against COVID-19 to protect themselves from hurricanes.,TikTok posts,"• September 17,",false
Tom Kertscher,The Pfizer COVID-19 vaccine “is not approved.”,TikTok posts,"September 17, 2021",false
D.L. Davis,"""No other country on the planet witnesses the number of gun deaths that
we do here in the United States, and it’s not even close.""",Melissa Agard,"September 17, 2021",barely-true
Natalie Dunlap,“My opponent wants to abolish” law enforcement.,Mariannette Miller-Meeks,"September 17, 2021",false
Ciara O'Rourke,“Ida was the strongest hurricane to ever strike anywhere in the United States.”,Viral image,"September 17, 2021",false
Gabrielle Settles,Photo shows Rihanna is pregnant,Facebook posts,"September 16, 2021",pants-fire
Gabrielle Settles,Says 2010 video clip showing coffins in a field proves “COVID was planned.”,Facebook posts,"September 16, 2021",pants-fire
Ciara O'Rourke,"Says Alexandria Ocasio-Cortez spent $30,000 to attend the Met Gala and “God knows how much on that dress.”",Viral image,"September 16, 2021",false
Ciara O'Rourke,Says a new Apple update will “scan U.S iPhones for images.”,Viral image,"September 16, 2021",half-true
Alan Hovorka,Says he “is the only candidate in the Wisconsin Attorney General race with experience as a prosecutor.”,Eric Toney,"September 16, 2021",false
Tom Kertscher,“Biden’s Treasury Department declares IRS will monitor” all accounts over $600.,Infowars,"September 15, 2021",barely-true
Ciara O'Rourke,"Says a CNN broadcast shows “400,000 votes just disappeared” in the California recall election.",Viral image,"September 15, 2021",false
Jon Greenberg,People who “have recovered (from COVID-19) have very strong immunity.”,Ron DeSantis,"September 15, 2021",mostly-true
Ciara O'Rourke,“Ivermectin has been FDA approved for human use since 1996.”,Facebook posts,"September 15, 2021",mostly-true
Vanessa Swales,Says of Gov. Tony Evers and 2020 violence in Kenosha after the police shooting of Jacob Blake: “It took the loss of lives before help finally came.”,Empower Wisconsin,"September 15, 2021",false
Lauren White,“It is a result of the $300 per month that working parents are now receiving for their young children that we have reduced childhood poverty in the United States by 50%.”,Bernie Sanders,"September 15, 2021",half-true
Ciara O'Rourke,“Biden orders VA to withhold benefits from unvaccinated veterans.”,Viral image,"September 14, 2021",pants-fire
Ciara O'Rourke,Video shows a child who tested positive for COVID-19 “being separated from their parents.”,Viral image,"September 14, 2021",false
Isabella Fertel,"""California Has 1.8M More Registered Voters Than It Should”",Election Integrity Project California,"September 14, 2021",pants-fire
Tom Kertscher,"""The top 1% pays 90% of income taxes.”",Facebook posts,"September 14, 2021",false
Amy Sherman,“Stunning report: nearly 15 million mail-in ballots were not counted in the 2020 election.”,Facebook posts,"September 14, 2021",barely-true
Madison Czopek,“Farmers stand in silence at auction so a young man can buy back his family farmhouse.”,Facebook posts,"September 14, 2021",false
Tom Kertscher,"“Polling center tells some Republicans they ‘already voted’"" in the California recall election.",Breitbart,"September 14, 2021",half-true
Andy Nguyen,"""Japan says goodbye Moderna, hello ivermectin.""",Instagram posts,"September 14, 2021",barely-true
Ciara O'Rourke,Says the defense secretary texted all active military personnel saying they needed to get vaccinated by the following morning or “be court martialed.”,Instagram posts,"September 14, 2021",pants-fire
Warren Fiske,“The Parole Board operates with Mark Herring’s advice and consent.”,Jason Miyares,"September 14, 2021",false
Tom Kertscher,"""Florida has had 119 hurricanes since 1850,” yet experts are saying “the last one was due to climate change.""",Viral image,"September 13, 2021",false
Alan Hovorka,"""I'm the only front-line prosecutor in this race that's actually used the resources of the Wisconsin Crime Lab in the prosecution of cases.""",Eric Toney,"September 13, 2021",mostly-true
Jill Terreri,"Before 2020, “crime had been falling, every year, year after year, in the city of Buffalo.”",Byron Brown,"• September 11,",mostly-true
Sasha Hupka,"“California is moving folks out of encampments, into safe housing and getting them the mental health services they need.”",Gavin Newsom,"September 11, 2021",half-true
Chris Nichols,“I don’t believe the science suggests that young people should be vaccinated. I don’t believe that young people should have to wear masks at school. I’m not sure the science is settled on that at all.”,Larry Elder,"September 11, 2021",false
Ciara O'Rourke,"Says TikTok found Cassie Compton, who has been missing from Arkansas since 2014.",Facebook posts,"September 10, 2021",false
Tom Kertscher,“The Bidens own 10% of” a Chinese firm whose stock is up almost 300%” since Joe Biden was elected.,Viral image,"September 10, 2021",false
Ciara O'Rourke,Says the Tampa Bay Buccaneers owner paid for a Wall Street Journal ad critical of the president.,Viral image,"September 10, 2021",false
Noah Y.,“27 U.S. Air Force pilots resign over COVID-19 vaccination mandate.”,Facebook posts,"• September 10,",pants-fire
Ciara O'Rourke,“FEMA forcibly vaccinating Ida evacuees.”,Viral image,"September 10, 2021",false
Andy Nguyen,"""Ivermectin sterilizes the majority (85%) of the men who take it.""",Facebook posts,"September 9, 2021",false
Gabrielle Settles,Says Nancy Pelosi on Aug. 31 blocked members of Congress from reading aloud on the House floor the names of the 13 U.S. service members killed in Afghanistan.,Facebook posts,"September 9, 2021",barely-true
Jon Greenberg,“The frequency of hurricanes making landfall in the continental U.S. has declined slightly since 1900...There aren’t more powerful hurricanes either.”,Bjorn Lomborg,"September 9, 2021",half-true
Tom Kertscher,“President Putin bans mandatory vaccinations in Russia.”,Instagram posts,"September 9, 2021",false
Amy Sherman,The Texas abortion law “provides at least six weeks for a person to be able to get an abortion.”,Greg Abbott,"September 9, 2021",false
Ciara O'Rourke,"“Germany halts all Covid-19 vaccines, says they are unsafe and no longer recommended!!”",Bloggers,"September 9, 2021",false
Ciara O'Rourke,Photo shows a Chinese restaurant sign that says “F--- DeSantis.”,Instagram posts,"September 9, 2021",pants-fire
Ciara O'Rourke,“Military arrests Hunter Biden!”,Bloggers,"September 8, 2021",pants-fire
Tom Kertscher,Says a demonstration with an air quality monitor shows that cloth masks are dangerous for children.,Facebook posts,"September 8, 2021",false
Louis Jacobson,"Texas “ranks 50th in baby wellness checks, ranks 50th in clinical care for infants, ranks 50th in uninsured women, ranks 43rd in maternal mortality, ranks 44th in school funding per child, and ranks 46th in child hunger.”",Occupy Democrats,"September 7, 2021",half-true
Louis Jacobson,“All” Americans in Afghanistan who “have wanted to come out have come out.”,Charles Schumer,"September 7, 2021",false
Ciara O'Rourke,Video shows “Pfizer lab in Madrid on fire.”,Viral image,"September 7, 2021",false
Madison Czopek,“Bill Gates calls for the withdrawal of all Covid-19 Vaccines; ‘The vaccines are far more dangerous than anyone imagined.’”,Bloggers,"September 7, 2021",pants-fire
Andy Nguyen,The US government is trying to create food shortages by telling farmers to destroy their crops.,Viral image,"September 7, 2021",false
Amy Sherman,"Women are ""disproportionately impacted by voter ID laws — especially married women who change their names, or those whose IDs do not accurately reflect their gender.""",Joe Biden,"September 7, 2021",mostly-true
Warren Fiske,The Virginia Employment Commission is sixth in the nation for getting benefits to eligible people quickly…”,Ralph Northam,"September 7, 2021",mostly-true
